dataType,dataName,devicetypes,elementTypes,section,page,order,attachTo,type,title,question,notes,units,required,hidden,protected,dontsend,requiresConfirmation,ignoreDefault,minutes,photo,commentTitle,ifExpr,defaultExpr,passfailExpr,failtext,options,columns,legacyId
acceptance,spares,hiu,,Notes,,108,,sheet,Spare Parts,Spare Parts Used and Required,"Add, edit and copy down lines as with a normal spreadsheet. Right click for further actions including deleting lines.",,true,false,false,false,true,false,0,,,true,"[{""qtyUsed"":""0"",""sparesCode"":""HM-DN15"",""sparesNote"":"""",""qtyRequired"":""0"",""sparesDescription"":""Heat Meter DN15 110mm""},{""qtyUsed"":""0"",""sparesCode"":""HM-DN20"",""sparesNote"":"""",""qtyRequired"":""0"",""sparesDescription"":""Heat Meter DN20 130mm""}]",,,,"[{""name"":""sparesCode"",""type"":""text"",""title"":""Part Code"",""width"":""120""},{""name"":""sparesDescription"",""type"":""text"",""title"":""Description"",""width"":""250""},{""name"":""qtyUsed"",""type"":""text"",""title"":""Quantity Used"",""width"":""100""},{""name"":""qtyRequired"",""type"":""text"",""title"":""Quantity Required"",""width"":""100""},{""name"":""sparesNote"",""type"":""text"",""title"":""Notes"",""width"":""200""}]",205
acceptance,issueN1,"hiu,ciu",,Notes,,150,site,textarea,Network Wide Issue 1,Network Issue affecting all systems. Please add details of problem.,This will appear in all forms for all properties.,,false,false,true,false,true,false,0,Network Issue 1,,true,,,,,,250
acceptance,issue1,plot,,Notes,,151,,textarea,Issue 1,Issue 1. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 1,Comment when Comleted,true,,'{{issue1_comment}}'!='',,,,208
acceptance,issue2,plot,,Notes,,152,,textarea,Issue 2,Issue 2. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 2,Comment when Comleted,true,,'{{issue2_comment}}'!='',,,,209
acceptance,issue3,plot,,Notes,,153,,textarea,Issue 3,Issue 3. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 3,Comment when Comleted,true,,'{{issue3_comment}}'!='',,,,215
acceptance,issue4,plot,,Notes,,154,,textarea,Issue 4,Issue 4. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 4,Comment when Comleted,'{{issue1}}'!='',,'{{issue4_comment}}'!='',,,,214
acceptance,issue5,plot,,Notes,,155,,textarea,Issue 5,Issue 5. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 5,Comment when Comleted,'{{issue2}}'!='',,'{{issue5_comment}}'!='',,,,213
acceptance,issue6,plot,,Notes,,156,,textarea,Issue 6,Issue 6. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 6,Comment when Comleted,'{{issue3}}'!='',,'{{issue6_comment}}'!='',,,,212
acceptance,issue7,plot,,Notes,,157,,textarea,Issue 7,Issue 7. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 7,Comment when Comleted,'{{issue4}}'!='',,'{{issue7_comment}}'!='',,,,211
acceptance,issue8,plot,,Notes,,158,,textarea,Issue 8,Issue 8. Please add details of problem.,,,false,false,false,false,true,false,0,Issue 8,Comment when Comleted,'{{issue5}}'!='',,'{{issue8_comment}}'!='',,,,210
acceptance,followUpRequired,"unvented_cylinder, hiu",,Notes,,200,,textarea,Follow Up,Please add details of any follow up required.,Please list non-technical tasks to be followed up by Heatweb Office.,,false,false,false,false,true,true,0,,,true,,,,,,206
acceptance,followUpBy,plot,,Notes,,201,,select,Follow Up By,Follow Up Required By ?,,,true,false,false,false,true,true,0,,,true,,,,"[{""title"":""No Further Action"",""value"":""No Further Action""},{""title"":""Commissioning Engineer"",""value"":""Commissioning Engineer""},{""title"":""Installer"",""value"":""Installer""}]",,98
